DateTime,Length,ActivityType,Piece,PieceType,Level,PerformanceType,Notes
2022-07-19 17:30:00,-1,PERFORMANCE,Somewhere,PIECE,1,practice,
2022-07-19 20:00:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-07-22 11:30:00,60,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-07-22 15:15:00,-1,PRACTICE,When I Grow Up,PIECE,1,practice,
2022-07-22 19:45:00,-1,PERFORMANCE,Who I'd Be,PIECE,2,practice,
2022-07-22 22:30:00,-1,PRACTICE,Changing My Major,PIECE,2,practice,
2022-07-24 08:00:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,3,practice,
2022-07-24 12:45:00,-1,PRACTICE,On My Own,PIECE,1,practice,
2022-07-24 16:30:00,-1,PERFORMANCE,Part of Your World,PIECE,2,practice,
2022-07-24 20:15:00,45,PRACTICE,Being Alive,PIECE,2,practice,
2022-07-25 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-07-25 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-07-25 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-07-25 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-07-25 23:30:00,30,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-07-26 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-07-26 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-07-26 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-07-26 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-07-27 09:15:00,-1,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-07-27 13:30:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-07-27 18:00:00,-1,PERFORMANCE,Changing My Major,PIECE,2,practice,
2022-07-27 20:45:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-07-28 11:00:00,30,PRACTICE,On My Own,PIECE,2,practice,
2022-07-28 15:30:00,-1,PRACTICE,Part of Your World,PIECE,1,practice,
2022-07-28 19:15:00,-1,PERFORMANCE,Being Alive,PIECE,1,practice,
2022-07-28 22:00:00,-1,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-08-01 09:15:00,-1,PRACTICE,Changing My Major,PIECE,1,practice,
2022-08-01 14:30:00,-1,PERFORMANCE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-08-01 16:45:00,45,PRACTICE,On My Own,PIECE,2,practice,
2022-08-01 19:20:00,-1,PERFORMANCE,Part of Your World,PIECE,1,practice,
2022-08-03 10:00:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-08-03 15:30:00,30,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-08-03 20:15:00,-1,PERFORMANCE,Somewhere,PIECE,2,practice,
2022-08-04 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-08-04 12:45:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-08-04 16:20:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-08-04 19:15:00,-1,PRACTICE,Who I'd Be,PIECE,3,practice,
2022-08-07 08:45:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,3,practice,
2022-08-07 13:20:00,-1,PRACTICE,Blue Bayou,PIECE,1,practice,
2022-08-07 17:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-08-07 21:30:00,60,PRACTICE,Who I'd Be,PIECE,2,practice,
2022-08-08 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-08-08 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-08-08 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-08-08 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-08-08 23:30:00,30,PRACTICE,Being Alive,PIECE,2,practice,
2022-08-09 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-08-09 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-08-09 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-08-09 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-08-12 11:00:00,-1,PRACTICE,Being Alive,PIECE,2,practice,
2022-08-12 15:45:00,-1,PERFORMANCE,What I Did For Love,PIECE,1,practice,
2022-08-12 19:30:00,-1,PRACTICE,Somewhere,PIECE,1,practice,
2022-08-14 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-08-14 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-08-14 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-08-14 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-08-14 22:15:00,-1,PERFORMANCE,Changing My Major,PIECE,1,practice,
2022-08-15 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-08-15 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-08-15 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-08-15 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-08-16 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-08-16 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-08-16 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-08-16 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-08-16 23:45:00,-1,PERFORMANCE,Being Alive,PIECE,2,practice,
2022-08-18 14:00:00,15,PRACTICE,2-5-1,TECHNIQUE,2,practice,
2022-08-17 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-08-17 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-08-17 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-08-17 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-08-19 09:45:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-08-19 13:00:00,-1,PRACTICE,What I Did For Love,PIECE,3,practice,
2022-08-19 17:30:00,-1,PERFORMANCE,Somewhere,PIECE,1,practice,
2022-08-19 20:00:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-08-22 11:30:00,60,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-08-22 15:15:00,-1,PRACTICE,When I Grow Up,PIECE,1,practice,
2022-08-22 19:45:00,-1,PERFORMANCE,Who I'd Be,PIECE,2,practice,
2022-08-22 22:30:00,-1,PRACTICE,Changing My Major,PIECE,2,practice,
2022-08-24 08:00:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,3,practice,
2022-08-24 12:45:00,-1,PRACTICE,On My Own,PIECE,1,practice,
2022-08-24 16:30:00,-1,PERFORMANCE,Part of Your World,PIECE,2,practice,
2022-08-24 20:15:00,45,PRACTICE,Being Alive,PIECE,2,practice,
2022-08-25 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-08-25 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-08-25 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-08-25 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-08-25 23:30:00,30,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-08-26 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-08-26 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-08-26 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-08-26 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-08-27 09:15:00,-1,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-08-27 13:30:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-08-27 18:00:00,-1,PERFORMANCE,Changing My Major,PIECE,2,practice,
2022-08-27 20:45:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-08-28 11:00:00,30,PRACTICE,On My Own,PIECE,2,practice,
2022-08-28 15:30:00,-1,PRACTICE,Part of Your World,PIECE,1,practice,
2022-08-28 19:15:00,-1,PERFORMANCE,Being Alive,PIECE,1,practice,
2022-08-28 22:00:00,-1,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-09-01 09:15:00,-1,PRACTICE,Changing My Major,PIECE,1,practice,
2022-09-01 14:30:00,-1,PERFORMANCE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-09-01 16:45:00,45,PRACTICE,On My Own,PIECE,2,practice,
2022-09-01 19:20:00,-1,PERFORMANCE,Part of Your World,PIECE,1,practice,
2022-09-03 10:00:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-09-03 15:30:00,30,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-09-03 20:15:00,-1,PERFORMANCE,Somewhere,PIECE,2,practice,
2022-09-04 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-09-04 12:45:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-09-04 16:20:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-09-04 19:15:00,-1,PRACTICE,Who I'd Be,PIECE,3,practice,
2022-09-07 08:45:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,3,practice,
2022-09-07 13:20:00,-1,PRACTICE,Blue Bayou,PIECE,1,practice,
2022-09-07 17:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-09-07 21:30:00,60,PRACTICE,Who I'd Be,PIECE,2,practice,
2022-09-08 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-09-08 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-09-08 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-09-08 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-09-08 23:30:00,30,PRACTICE,Being Alive,PIECE,2,practice,
2022-09-09 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-09-09 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-09-09 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-09-09 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-09-12 11:00:00,-1,PRACTICE,Being Alive,PIECE,2,practice,
2022-09-12 15:45:00,-1,PERFORMANCE,What I Did For Love,PIECE,1,practice,
2022-09-12 19:30:00,-1,PRACTICE,Somewhere,PIECE,1,practice,
2022-09-14 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-09-14 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-09-14 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-09-14 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-09-14 22:15:00,-1,PERFORMANCE,Changing My Major,PIECE,1,practice,
2022-09-15 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-09-15 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-09-15 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-09-15 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-09-16 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-09-16 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-09-16 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-09-16 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-09-16 23:45:00,-1,PERFORMANCE,Being Alive,PIECE,2,practice,
2022-09-18 14:00:00,15,PRACTICE,2-5-1,TECHNIQUE,2,practice,
2022-09-17 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-09-17 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-09-17 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-09-17 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-09-19 09:45:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-09-19 13:00:00,-1,PRACTICE,What I Did For Love,PIECE,3,practice,
2022-09-19 17:30:00,-1,PERFORMANCE,Somewhere,PIECE,1,practice,
2022-09-19 20:00:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-09-22 11:30:00,60,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-09-22 15:15:00,-1,PRACTICE,When I Grow Up,PIECE,1,practice,
2022-09-22 19:45:00,-1,PERFORMANCE,Who I'd Be,PIECE,2,practice,
2022-09-22 22:30:00,-1,PRACTICE,Changing My Major,PIECE,2,practice,
2022-09-24 08:00:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,3,practice,
2022-09-24 12:45:00,-1,PRACTICE,On My Own,PIECE,1,practice,
2022-09-24 16:30:00,-1,PERFORMANCE,Part of Your World,PIECE,2,practice,
2022-09-24 20:15:00,45,PRACTICE,Being Alive,PIECE,2,practice,
2022-09-25 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-09-25 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-09-25 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-09-25 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-09-25 23:30:00,30,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-09-26 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-09-26 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-09-26 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-09-26 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-09-27 09:15:00,-1,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-09-27 13:30:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-09-27 18:00:00,-1,PERFORMANCE,Changing My Major,PIECE,2,practice,
2022-09-27 20:45:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-09-28 11:00:00,30,PRACTICE,On My Own,PIECE,2,practice,
2022-09-28 15:30:00,-1,PRACTICE,Part of Your World,PIECE,1,practice,
2022-09-28 19:15:00,-1,PERFORMANCE,Being Alive,PIECE,1,practice,
2022-09-28 22:00:00,-1,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-10-01 09:15:00,-1,PRACTICE,Changing My Major,PIECE,1,practice,
2022-10-01 14:30:00,-1,PERFORMANCE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-10-01 16:45:00,45,PRACTICE,On My Own,PIECE,2,practice,
2022-10-01 19:20:00,-1,PERFORMANCE,Part of Your World,PIECE,1,practice,
2022-10-03 10:00:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-10-03 15:30:00,30,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-10-03 20:15:00,-1,PERFORMANCE,Somewhere,PIECE,2,practice,
2022-10-04 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-10-04 12:45:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-10-04 16:20:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-10-04 19:15:00,-1,PRACTICE,Who I'd Be,PIECE,3,practice,
2022-10-07 08:45:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,3,practice,
2022-10-07 13:20:00,-1,PRACTICE,Blue Bayou,PIECE,1,practice,
2022-10-07 17:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-10-07 21:30:00,60,PRACTICE,Who I'd Be,PIECE,2,practice,
2022-10-08 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-10-08 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-10-08 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-10-08 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-10-08 23:30:00,30,PRACTICE,Being Alive,PIECE,2,practice,
2022-10-09 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-10-09 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-10-09 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-10-09 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-10-12 11:00:00,-1,PRACTICE,Being Alive,PIECE,2,practice,
2022-10-12 15:45:00,-1,PERFORMANCE,What I Did For Love,PIECE,1,practice,
2022-10-12 19:30:00,-1,PRACTICE,Somewhere,PIECE,1,practice,
2022-10-14 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-10-14 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-10-14 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-10-14 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-10-14 22:15:00,-1,PERFORMANCE,Changing My Major,PIECE,1,practice,
2022-10-15 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-10-15 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-10-15 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-10-15 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-10-16 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-10-16 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-10-16 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-10-16 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-10-16 23:45:00,-1,PERFORMANCE,Being Alive,PIECE,2,practice,
2022-10-18 14:00:00,15,PRACTICE,2-5-1,TECHNIQUE,2,practice,
2022-10-17 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-10-17 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-10-17 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-10-17 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-10-19 09:45:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-10-19 13:00:00,-1,PRACTICE,What I Did For Love,PIECE,3,practice,
2022-10-19 17:30:00,-1,PERFORMANCE,Somewhere,PIECE,1,practice,
2022-10-19 20:00:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-10-22 11:30:00,60,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-10-22 15:15:00,-1,PRACTICE,When I Grow Up,PIECE,1,practice,
2022-10-22 19:45:00,-1,PERFORMANCE,Who I'd Be,PIECE,2,practice,
2022-10-22 22:30:00,-1,PRACTICE,Changing My Major,PIECE,2,practice,
2022-10-24 08:00:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,3,practice,
2022-10-24 12:45:00,-1,PRACTICE,On My Own,PIECE,1,practice,
2022-10-24 16:30:00,-1,PERFORMANCE,Part of Your World,PIECE,2,practice,
2022-10-24 20:15:00,45,PRACTICE,Being Alive,PIECE,2,practice,
2022-10-25 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-10-25 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-10-25 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-10-25 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-10-25 23:30:00,30,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-10-26 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-10-26 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-10-26 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-10-26 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-10-27 09:15:00,-1,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-10-27 13:30:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-10-27 18:00:00,-1,PERFORMANCE,Changing My Major,PIECE,2,practice,
2022-10-27 20:45:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-10-28 11:00:00,30,PRACTICE,On My Own,PIECE,2,practice,
2022-10-28 15:30:00,-1,PRACTICE,Part of Your World,PIECE,1,practice,
2022-10-28 19:15:00,-1,PERFORMANCE,Being Alive,PIECE,1,practice,
2022-10-28 22:00:00,-1,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-11-01 09:15:00,-1,PRACTICE,Changing My Major,PIECE,1,practice,
2022-11-01 14:30:00,-1,PERFORMANCE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-11-01 16:45:00,45,PRACTICE,On My Own,PIECE,2,practice,
2022-11-01 19:20:00,-1,PERFORMANCE,Part of Your World,PIECE,1,practice,
2022-11-03 10:00:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-11-03 15:30:00,30,PRACTICE,What I Did For Love,PIECE,2,practice,
2022-11-03 20:15:00,-1,PERFORMANCE,Somewhere,PIECE,2,practice,
2022-11-04 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-11-04 12:45:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-11-04 16:20:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-11-04 19:15:00,-1,PRACTICE,Who I'd Be,PIECE,3,practice,
2022-11-07 08:45:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,3,practice,
2022-11-07 13:20:00,-1,PRACTICE,Blue Bayou,PIECE,1,practice,
2022-11-07 17:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,1,practice,
2022-11-07 21:30:00,60,PRACTICE,Who I'd Be,PIECE,2,practice,
2022-11-08 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-11-08 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-11-08 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-11-08 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-11-08 23:30:00,30,PRACTICE,Being Alive,PIECE,2,practice,
2022-11-09 09:30:00,-1,PRACTICE,Changing My Major,PIECE,4,practice,
2022-11-09 14:15:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-11-09 18:45:00,-1,PERFORMANCE,On My Own,PIECE,2,practice,
2022-11-09 22:00:00,-1,PRACTICE,Part of Your World,PIECE,3,practice,
2022-11-12 11:00:00,-1,PRACTICE,Being Alive,PIECE,2,practice,
2022-11-12 15:45:00,-1,PERFORMANCE,What I Did For Love,PIECE,1,practice,
2022-11-12 19:30:00,-1,PRACTICE,Somewhere,PIECE,1,practice,
2022-11-14 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-11-14 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-11-14 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-11-14 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-11-14 22:15:00,-1,PERFORMANCE,Changing My Major,PIECE,1,practice,
2022-11-15 08:30:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,2,practice,
2022-11-15 12:15:00,45,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-11-15 16:00:00,-1,PERFORMANCE,When I Grow Up,PIECE,2,practice,
2022-11-15 20:45:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-11-16 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-11-16 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-11-16 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-11-16 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-11-16 23:45:00,-1,PERFORMANCE,Being Alive,PIECE,2,practice,
2022-11-18 14:00:00,15,PRACTICE,2-5-1,TECHNIQUE,2,practice,
2022-11-17 10:15:00,-1,PRACTICE,Changing My Major,PIECE,3,practice,
2022-11-17 14:30:00,30,PRACTICE,Empty Chairs at Empty Tables,PIECE,2,practice,
2022-11-17 18:00:00,-1,PERFORMANCE,On My Own,PIECE,1,practice,
2022-11-17 21:15:00,-1,PRACTICE,Part of Your World,PIECE,2,practice,
2022-11-19 09:45:00,-1,PRACTICE,Being Alive,PIECE,1,practice,
2022-11-19 13:00:00,-1,PRACTICE,What I Did For Love,PIECE,3,practice,
2022-11-19 17:30:00,-1,PERFORMANCE,Somewhere,PIECE,1,practice,
2022-11-19 20:00:00,-1,PRACTICE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-11-22 11:30:00,60,PRACTICE,Blue Bayou,PIECE,2,practice,
2022-11-22 15:15:00,-1,PRACTICE,When I Grow Up,PIECE,1,practice,
2022-11-22 19:45:00,-1,PERFORMANCE,Who I'd Be,PIECE,2,practice,
2022-11-22 22:30:00,-1,PRACTICE,Changing My Major,PIECE,2,practice,
2022-11-24 08:00:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,3,practice,
2022-11-24 12:45:00,-1,PRACTICE,On My Own,PIECE,1,practice,
2022-11-24 16:30:00,-1,PERFORMANCE,Part of Your World,PIECE,2,practice,
2022-11-24 20:15:00,45,PRACTICE,Being Alive,PIECE,2,practice,
2022-11-25 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-11-25 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-11-25 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-11-25 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-11-25 23:30:00,30,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-11-26 10:30:00,-1,PRACTICE,What I Did For Love,PIECE,1,practice,
2022-11-26 14:00:00,-1,PRACTICE,Somewhere,PIECE,2,practice,
2022-11-26 17:45:00,-1,PERFORMANCE,Goodbye Yellow Brick Road,PIECE,1,practice,
2022-11-26 21:00:00,-1,PRACTICE,Blue Bayou,PIECE,3,practice,
2022-11-27 09:15:00,-1,PRACTICE,When I Grow Up,PIECE,2,practice,
2022-11-27 13:30:00,-1,PRACTICE,Who I'd Be,PIECE,1,practice,
2022-11-27 18:00:00,-1,PERFORMANCE,Changing My Major,PIECE,2,practice,
2022-11-27 20:45:00,-1,PRACTICE,Empty Chairs at Empty Tables,PIECE,1,practice,
2022-11-28 11:00:00,30,PRACTICE,On My Own,PIECE,2,practice,
2022-11-28 15:30:00,-1,PRACTICE,Part of Your World,PIECE,1,practice,
